Gender,Age,12th marks %,rural/ urban area,Why take this course?,Which teaching methods helped your learning?,Were you prepared to take this course based on prior coursework?,How much time did you spend weekly on this course outside of class for C01?,How much time did you spend weekly on this course outside of class for C02?,How much time did you spend weekly on this course outside of class for C03?,How much time did you spend weekly on this course outside of class for C04?,What level have you achieved in the course outcomes for C01?,What level have you achieved in the course outcomes for C02?,What level have you achieved in the course outcomes for C03?,What level have you achieved in the course outcomes for C04?,What were the key aspects of your efforts in CO1?,What were the key aspects of your efforts in CO2?,What were the key aspects of your efforts in CO3?,What were the key aspects of your efforts in CO4?,How satisfied are you with C01?,How satisfied are you with C02?,How satisfied are you with C03?,How satisfied are you with C04?,List strategies for learning the course outcomes for C01,List strategies for learning the course outcomes for C02,List strategies for learning the course outcomes for C03,List strategies for learning the course outcomes for C04,How many marks will you give yourself for C01?,How many marks will you give yourself for C02?,How many marks will you give yourself for C03?,How many marks will you give yourself for C04?,"If your marks are low in C01, who do you blame for your performance?","If your marks are low in C02, who do you blame for your performance?","If your marks are low in C03, who do you blame for your performance?","If your marks are low in C04, who do you blame for your performance?",Explain briefly your rationale for you choice to the previous question,Would more faculty concern improve your learning in C01?,Would more faculty concern improve your learning in C02?,Would more faculty concern improve your learning in C03?,Would more faculty concern improve your learning in C04?,Would more outside help improve your learning in C01?,Would more outside help improve your learning in C02?,Would more outside help improve your learning in C03?,Would more outside help improve your learning in C04?,Your overall feedback
0.0,0.3333333333333333,0.4123711340206185,1.0,0.3055555555555555,0.5,1.0,0.125,0.125,0.1111111111111111,0.1111111111111111,0.8333333333333333,0.8333333333333333,0.8333333333333333,0.8,0.4545454545454546,0.4166666666666666,0.3333333333333333,0.5833333333333333,0.4,0.2857142857142857,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0276497695852534,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.0,0.1666666666666666,0.1855670103092783,0.0,0.7222222222222222,0.0,1.0,0.125,0.125,0.1111111111111111,0.1111111111111111,0.5,0.5,0.5,0.4,0.3636363636363636,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.25,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.7511520737327189,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.0,0.3333333333333333,0.9072164948453608,1.0,0.25,0.8916666666666666,0.0,0.125,0.125,0.1111111111111111,0.1111111111111111,1.0,1.0,1.0,1.0,0.6363636363636364,0.5833333333333333,0.5833333333333333,0.5833333333333333,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.75,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.4700460829493088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333
0.0,0.5,0.1958762886597938,0.0,0.0833333333333333,0.6416666666666666,1.0,0.0,0.25,0.1111111111111111,0.5555555555555556,0.8333333333333333,0.8333333333333333,0.8333333333333333,0.8,0.6363636363636364,0.5833333333333333,0.5833333333333333,0.0833333333333333,0.0,0.4285714285714285,0.6666666666666666,0.4285714285714285,0.75,1.0,1.0,1.0,0.5,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,0.2304147465437788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333
1.0,0.3333333333333333,0.3608247422680412,1.0,0.7222222222222222,0.9333333333333332,1.0,0.125,0.375,0.3333333333333333,0.4444444444444444,1.0,1.0,1.0,1.0,0.9090909090909092,0.8333333333333333,0.6666666666666666,0.8333333333333333,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6129032258064516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.3333333333333333,0.8865979381443299,1.0,0.7222222222222222,0.8416666666666667,0.0,0.0,0.125,0.1111111111111111,0.1111111111111111,0.8333333333333333,0.8333333333333333,0.8333333333333333,0.8,0.6363636363636364,0.5833333333333333,0.5833333333333333,0.5833333333333333,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.75,0.75,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.4838709677419355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.3333333333333333,0.6907216494845361,1.0,0.7222222222222222,0.375,1.0,0.375,0.375,0.3333333333333333,0.4444444444444444,1.0,1.0,1.0,1.0,0.6363636363636364,0.5833333333333333,0.5833333333333333,0.5833333333333333,0.4,0.2857142857142857,0.3333333333333333,0.2857142857142857,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.1198156682027649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.1666666666666666,0.1443298969072164,0.0,0.75,0.525,1.0,0.125,0.125,0.1111111111111111,0.1111111111111111,1.0,1.0,1.0,1.0,0.4545454545454546,0.4166666666666666,0.4166666666666666,0.4166666666666666,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6175115207373272,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.3333333333333333,0.3917525773195876,1.0,0.0277777777777777,1.0,0.0,0.25,0.25,0.2222222222222222,0.2222222222222222,0.5,0.5,0.5,0.4,0.7272727272727273,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6000000000000001,0.4285714285714285,0.5,0.4285714285714285,0.5,0.5,0.3333333333333333,0.5,0.75,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6820276497695853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333
0.0,0.1666666666666666,0.3195876288659793,0.0,0.3055555555555555,0.3083333333333333,1.0,0.125,0.125,0.1111111111111111,0.1111111111111111,0.8333333333333333,0.8333333333333333,0.8333333333333333,0.8,0.0,0.0,0.0,0.0,0.4,0.2857142857142857,0.3333333333333333,0.2857142857142857,0.75,0.75,0.6666666666666666,0.75,0.75,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,1.0,0.1981566820276497,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.0,0.3333333333333333,0.5876288659793815,1.0,0.3888888888888888,0.675,1.0,0.25,0.125,0.1111111111111111,0.0,0.3333333333333333,0.5,0.5,0.4,0.9090909090909092,0.6666666666666666,0.9166666666666666,0.6666666666666666,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.75,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.576036866359447,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.0,0.1666666666666666,0.3195876288659793,0.0,0.3055555555555555,0.3,1.0,0.125,0.125,0.1111111111111111,0.1111111111111111,0.8333333333333333,0.8333333333333333,0.8333333333333333,0.8,0.0,0.0,0.0,0.0,0.2,0.1428571428571428,0.1666666666666666,0.1428571428571428,0.75,0.75,0.6666666666666666,0.75,0.75,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,1.0,0.1981566820276497,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
1.0,0.5,0.3402061855670103,1.0,0.0833333333333333,0.55,1.0,0.25,0.25,0.3333333333333333,0.3333333333333333,1.0,1.0,0.8333333333333333,0.8,0.3636363636363636,0.0,0.5833333333333333,0.0,0.4,0.2857142857142857,0.3333333333333333,0.1428571428571428,1.0,1.0,1.0,0.75,1.0,1.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.7373271889400922,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.3333333333333333,0.2886597938144329,1.0,0.3055555555555555,0.3166666666666666,0.0,0.0,0.125,0.1111111111111111,0.1111111111111111,1.0,1.0,1.0,1.0,0.3636363636363636,0.0,0.6666666666666666,0.6666666666666666,0.2,0.0,0.1666666666666666,0.1428571428571428,1.0,0.75,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9815668202764976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.3333333333333333,0.3505154639175257,1.0,0.25,0.6833333333333333,0.0,0.125,0.125,0.1111111111111111,0.1111111111111111,0.5,0.5,0.5,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.75,0.3333333333333333,0.5,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3317972350230415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333
0.0,0.3333333333333333,0.0412371134020618,1.0,0.3055555555555555,0.6333333333333333,0.0,0.0,0.125,0.1111111111111111,0.1111111111111111,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6000000000000001,0.0,0.75,0.8333333333333333,0.5833333333333333,0.0,0.1428571428571428,0.3333333333333333,0.4285714285714285,0.5,0.5,1.0,0.5,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,1.0,0.6543778801843319,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.3333333333333333
1.0,0.5,0.2783505154639175,1.0,0.861111111111111,0.2916666666666667,0.0,0.5,0.5,0.4444444444444444,0.4444444444444444,1.0,1.0,1.0,1.0,0.3636363636363636,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.4,0.2857142857142857,0.3333333333333333,0.2857142857142857,0.75,0.75,0.6666666666666666,0.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0276497695852534,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
1.0,0.5,0.6391752577319587,0.0,0.3055555555555555,0.825,1.0,0.125,0.0,0.3333333333333333,0.4444444444444444,0.8333333333333333,0.8333333333333333,0.8333333333333333,0.8,0.0,0.6666666666666666,0.6666666666666666,0.0833333333333333,0.0,0.2857142857142857,0.3333333333333333,0.4285714285714285,1.0,1.0,1.0,1.0,0.75,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,1.0,0.2350230414746544,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.3333333333333333
0.0,0.3333333333333333,0.5979381443298969,1.0,0.3055555555555555,0.125,1.0,0.375,0.5,0.3333333333333333,0.4444444444444444,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6000000000000001,0.3636363636363636,0.8333333333333333,0.8333333333333333,0.9166666666666666,0.0,0.1428571428571428,0.1666666666666666,0.0,0.75,0.75,0.6666666666666666,0.75,0.75,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,1.0,0.0276497695852534,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
1.0,0.6666666666666666,0.134020618556701,1.0,0.6666666666666666,0.75,1.0,0.25,0.25,0.2222222222222222,0.2222222222222222,0.8333333333333333,0.8333333333333333,0.8333333333333333,0.8,0.6363636363636364,0.5833333333333333,0.5833333333333333,0.5833333333333333,0.0,0.0,0.0,0.0,0.75,0.75,0.6666666666666666,0.75,1.0,0.6666666666666666,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6728110599078341,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.0,0.3333333333333333,0.3505154639175257,1.0,0.25,0.3833333333333333,0.0,0.375,0.375,0.3333333333333333,0.3333333333333333,0.8333333333333333,0.8333333333333333,0.8333333333333333,0.8,0.6363636363636364,0.5833333333333333,0.5833333333333333,0.5833333333333333,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.75,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.4101382488479262,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333
0.0,0.3333333333333333,0.9896907216494846,1.0,0.1388888888888889,0.7583333333333333,1.0,0.25,0.375,0.3333333333333333,0.3333333333333333,0.8333333333333333,1.0,1.0,1.0,0.6363636363636364,0.5833333333333333,0.5833333333333333,0.5833333333333333,0.4,0.2857142857142857,0.3333333333333333,0.2857142857142857,1.0,1.0,1.0,1.0,0.75,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,1.0,0.0276497695852534,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.3333333333333333,0.0721649484536082,1.0,0.8888888888888888,0.0,1.0,0.125,0.125,0.1111111111111111,0.1111111111111111,0.8333333333333333,0.8333333333333333,0.5,0.4,1.0,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.6000000000000001,0.2857142857142857,0.5,0.4285714285714285,0.75,0.75,0.3333333333333333,0.5,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,1.0,0.0276497695852534,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333
0.0,0.3333333333333333,0.4845360824742268,1.0,0.8888888888888888,0.1416666666666666,1.0,0.125,0.125,0.1111111111111111,0.1111111111111111,1.0,1.0,1.0,1.0,0.7272727272727273,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.4,0.2857142857142857,0.3333333333333333,0.2857142857142857,0.75,0.75,0.6666666666666666,0.75,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.2811059907834101,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.6666666666666666,0.134020618556701,1.0,0.6666666666666666,0.5416666666666666,1.0,0.25,0.25,0.2222222222222222,0.2222222222222222,0.8333333333333333,0.8333333333333333,0.8333333333333333,0.8,0.6363636363636364,0.5833333333333333,0.5833333333333333,0.5833333333333333,0.0,0.0,0.0,0.0,0.75,0.75,0.6666666666666666,0.75,1.0,0.6666666666666666,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6728110599078341,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
1.0,0.3333333333333333,0.1649484536082474,1.0,0.8333333333333333,0.2916666666666667,0.0,0.25,0.125,0.3333333333333333,0.1111111111111111,0.3333333333333333,0.0,0.0,0.0,0.7272727272727273,0.5,0.5833333333333333,0.3333333333333333,0.4,0.4285714285714285,0.3333333333333333,0.1428571428571428,0.5,0.0,0.0,0.25,0.5,0.6666666666666666,0.3333333333333333,0.6666666666666666,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9631336405529954,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.3333333333333333
0.0,0.3333333333333333,0.979381443298969,1.0,0.7222222222222222,0.1833333333333333,0.0,0.125,0.25,0.2222222222222222,0.2222222222222222,1.0,1.0,1.0,1.0,0.3636363636363636,0.5833333333333333,0.5833333333333333,0.5833333333333333,0.4,0.2857142857142857,0.3333333333333333,0.2857142857142857,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.7004608294930875,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
1.0,0.3333333333333333,0.8144329896907216,1.0,0.3055555555555555,0.05,1.0,0.0,0.375,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,1.0,0.7272727272727273,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.4055299539170507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.5,0.8762886597938144,1.0,0.3055555555555555,0.6833333333333333,1.0,0.5,0.5,0.4444444444444444,0.4444444444444444,1.0,1.0,1.0,1.0,0.6363636363636364,0.5833333333333333,0.5833333333333333,0.5833333333333333,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.75,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.0,0.0276497695852534,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.3333333333333333
0.0,0.3333333333333333,0.4020618556701031,1.0,0.5277777777777778,0.6833333333333333,0.0,0.125,0.25,0.2222222222222222,0.2222222222222222,1.0,0.8333333333333333,0.8333333333333333,0.8,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,1.0,0.6666666666666666,0.75,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3640552995391705,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
1.0,0.5,0.5257731958762887,0.0,0.6388888888888888,0.4166666666666667,0.0,0.625,0.625,0.5555555555555556,0.5555555555555556,1.0,1.0,1.0,1.0,0.6363636363636364,0.5833333333333333,0.5833333333333333,0.5833333333333333,0.2,0.1428571428571428,0.1666666666666666,0.1428571428571428,1.0,1.0,1.0,1.0,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.2672811059907834,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.0,0.5,0.1752577319587628,1.0,0.7222222222222222,0.275,1.0,0.0,0.375,0.6666666666666666,0.6666666666666666,1.0,1.0,0.8333333333333333,0.8,0.8181818181818182,0.8333333333333333,0.9166666666666666,0.9166666666666666,0.0,0.0,0.1666666666666666,0.0,0.75,0.75,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.9723502304147466,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.3333333333333333,0.6391752577319587,1.0,0.3055555555555555,0.7083333333333334,1.0,0.125,0.125,0.1111111111111111,0.1111111111111111,0.8333333333333333,0.8333333333333333,0.8333333333333333,0.8,0.6363636363636364,0.5833333333333333,0.5833333333333333,0.5833333333333333,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.75,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.8433179723502304,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
1.0,0.5,0.711340206185567,1.0,0.0555555555555555,0.7,1.0,0.625,0.625,0.5555555555555556,0.5555555555555556,1.0,1.0,1.0,1.0,0.4545454545454546,0.4166666666666666,0.4166666666666666,0.4166666666666666,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.5,0.3092783505154639,1.0,0.4166666666666666,0.3666666666666666,1.0,0.25,0.25,0.3333333333333333,0.2222222222222222,1.0,1.0,1.0,1.0,0.8181818181818182,0.6666666666666666,0.6666666666666666,0.5833333333333333,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.8248847926267281,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
0.0,0.3333333333333333,0.8350515463917526,1.0,0.7222222222222222,0.125,0.0,0.0,0.125,0.2222222222222222,0.2222222222222222,0.8333333333333333,0.8333333333333333,0.8333333333333333,0.8,0.4545454545454546,0.5,0.6666666666666666,0.6666666666666666,0.4,0.2857142857142857,0.3333333333333333,0.2857142857142857,0.5,0.75,0.6666666666666666,1.0,0.75,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.3333333333333333,0.5567010309278351,1.0,0.1388888888888889,0.7666666666666666,1.0,0.25,0.25,0.2222222222222222,0.2222222222222222,0.8333333333333333,0.8333333333333333,0.8333333333333333,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.75,0.6666666666666666,0.75,0.75,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.2073732718894009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333
